abbr,en,ko
SP,Spares planning,
SP,Special planning,
SP,Special purpose,
SP,Specific,
SP,Standard practice,
SP,Static pressure,정압
SP,Steer point,
SP,Student pilot,학생 조종사
SP,Support publications,
SP,System program,
Sp gr,Specific gravity,
Sp ht,Specific heat,
SPA,Space,우주
SPA,Space capsule,우주캡슐
SPA,Space exploration,우주개발
SPA,Space flight,우주비행
SPA,Space laboratory (space lab),우주실험실
SPA,Space limited payload,용적제한 탑재
SPA,Space platform,우주 플랫폼
SPA,Space rescue and survival,우주 구난구조
SPA,Space shuttle,우주왕복선
SPA,Space simulator,"우주환경 모의장치, 우주 시뮬레이터"
SPA,Space station,우주정류장
SPA,Space suit,우주복
SPA,Space walk,우주유영(遊泳)
SPA,Spaces per aircraft,추적 항공기 거리
SPA,Standard practice amendment,
SPA,Substitute part authorization,
SPACECMD,Space command,
SPACECMD,Spacecraft,우주비행체
SPACECMD,Spacer,간격유지기
SPACECMD,Spacing,간격유지
SPAD,Signal processing and display (Sonar),신호처리 및 시현
SPADATS,Space detection and tracking system,
SPADOC,Space defense operations center,
SPAG,Span,"스팬, 날개길이"
SPAG,Span loading,날개방향 하중
SPAG,Spanner,스패너
SPAG,Standards promotion and applications group,
SPAR,Spar,"스파, 날개보"
SPAR,System problem anomaly report,
SPARES,Spares provisioning and reporting system,
SPARES,Spark,"스파크, 점화"
SPARES,Spark gap,점화 간극
SPARES,Spark plug,점화 플러그
Sparrow,BVR air-to-air missile (not an acronym),
SPARs,System process or anomaly report,계통과정 또는 비정상보고서
SPASM,Spats,스팻츠
SPASM,Symbolic patch assembler,
SPC,Signal processing controller,신호처리 제어기
SPC,Single-point control,
SPC,Spare parts control,예비부품 통제
SPC,Special purpose chaff,특수용 채프
SPC,Specific process control,특수 공정 관리
SPC,Statistical Process Control,통계적 공정관리
SPC,System point control,
SPCMEM,Signal processing controller memory,
SPCR,Software process change request,
Spd,Speed,
SPD,Speed,속도
SPD,System program director,체계 사업 책임자
Spd brk,Speedbrake,
SPDD,System program description document,
Spdl,Spindle,
SPDL,Standard page description language,
SPDT,Single-pole double-throw (adj),
SPE,Signal processing element,신호 처리 엘리먼트
SPE,Software product evaluations,소프트웨어 개발 평가
SPEAR,Structured programming evaluator and autoflow routine,
SPEAR,Supplier performance evaluation and action response,
SPEC,military specification mil.,국방규격(서)
SPEC,Special Bolt,특수 볼트
SPEC,Special Consideration(s),특별 고려사항
SPEC,Special electronics,특수 전자장비
SPEC,Special fare,특별운임
SPEC,Special Inspection,특별 검사
SPEC,Special Plug,특수 플러그
SPEC,Special prorate agreement,특별운임 협정
SPEC,Special Tool,특수 공구
SPEC,Specialist 특,수 목록
SPEC,Specification,
SPEC,Specimen,
SPEC,Supplier performance evaluation criteria,
Specif,Specific excess power,비(比)잉여마력
Specif,Specific gravity,비중
Specif,Specific heat,비열
Specif,Specific heat ratio,비열비
Specif,Specific humidity,비습도
Specif,Specific impulse,비추력(량)
Specif,Specific Occurrence,특수 사항
Specif,Specific power,비출력
Specif,Specific Safety Requirement,특수안전요구
Specif,Specific thrust,비추력
Specif,Specific weight,비중량
Specif,Specifically,
Specif,Specification,"규격(서), 사양(서)"
SPECS,Security police elements for contingencies,
SPECS,Spectrum,스펙트럼
SPECS,Spectrum Analyzer,스펙트럼 분석기
SPED,Safety pilot emergency disengage,
SPED,Speech Synthesizer,스피치 신시사이저
SPED,Speed,속도
SPED,Speed brake,속도제동기
SPED,Speed Brake,스피드 브레이크
SPED,Speed Brake Control Module,스피드 브레이크 제어 모듈
SPED,Speed brake control valve,스피드 브레이크 제어밸브
SPED,Speed Governer,조속기
SPED,Speed indicator,속도 지시계
SPED,Speed of sound,음속
SPED,Speed range,속도 범위
SPED,Speed stability,속도 안정성
SPEG,Spent Case,탄피
SPEG,Staff planning evaluation group,
SPETS,Serialized parts and events tracking system,
SPF,Structured programming facility,
SPF,Superplastic forming,
SPF,System productivity facility,
Spg,Spring,
SPGA,Software programmable gain amplifier,소프트웨어 프로그램형 게인 증폭기
SPGG,Solid propellant gas generator,고체 추진 가스발생기
SPHA,Software preliminary hazard analysis,
Spher,Spherical,
Spher,Spherical Bearing,구형 베어링
SPI,Safe practice instruction,
SPI,Society of the plastics industry,
SPI,Special packaging instruction,
SPI,Special position identification,특수 위치식별
SPI,Spider,스파이더
SPI,Spider Core,스파이더 코어
SPI,Spillage drag,분출 항력
SPI,Spillover,"스필오버, 넘쳐흐름"
SPI,Spilt lock washer,분할 잠금 와셔
SPI,Spin,"스핀, 회전낙하"
SPI,Spin stabilized,스핀안정
SPI,Spin tunnel,스핀풍동
SPI,Spin up,스핀업
SPI,Spindle,스핀들
SPI,Spinning and aerobatic check,스핀 및 곡예 비행점검
SPI,Standard practice instruction,
SPI,System point of interest,주요 관심 목표(지점)
SPI,System Point of Interest,계통 관심 지점
SPINN,Spinner,스피너
SPINN,Spinning axis,스핀축
SPINN,Spinning wind tunnel,"회전낙하 풍동, 스핀풍동"
SPINN,Spintac special-interest aircraft,
SPINN,Spiral,나선형
SPINN,Spiral instability,나선 불안정성
SPINN,Spiral Pin,나선형 핀
SPINN,Supplementary procurement instrument identification number,
SPJ,Self-protect jammer,자체방어용 재밍기
Spkr,Speaker,
SPL,Sound pressure level,음압 수준
SPL,Spare parts list,예비부품 목록
SPL,Special,
SPL,Supply,
SPL,System programming language,
SPLICE,Splice,접속기
SPLICE,Splice Connector,스플라이스 커넥터
SPLICE,Spline,스플라인
SPLICE,Spline Spindle,스플라인 스핀들
SPLICE,Split Bearing,분할 베어링
SPLICE,Split Block,분할 블럭
SPLICE,Split Collar,분할 칼라
SPLICE,Split flap,스플릿(분할) 플랩
SPLICE,Split Hub Unit,분할 허브 유니트
SPLICE,Split Pin,분할핀
SPLICE,Split Ring,분할 링
SPLICE,Splitter,분할기
SPLICE,Stock point logistics integrated communications environment,
SPM,Scratch-pad memory,
SPM,Shots Per Minute,분당 숏
SPM,Signal processing module,신호 처리 모듈
SPM,Single-point management,
SPM,Software product manager,
SPM,Software programmer's manual,소프트웨어 개발자 교범
SPM,Subcontractor program manager,부계약자 프로그램 관리자
SPM,System program manager,
Spmc,Special machine,
SPMS,Software product management system,
Spnr,Spanner,
SPO,Spares procurement order,
SPO,Special projects office,
SPO,Subpurchase order,
SPO,Supplemental production order,
SPO,Symmetrical pushover,
SPO,System program office,현장개발 관리실
SPOCN,Spare parts order change notice,
SPOCN,Spoiler,스포일러
SPOLO,SPO liaison office,
SPOLO,Sponge,스펀지
SPOOL,Simultaneous peripheral operations on line,
SPOOL,Spool,"스풀(실감개, 실패)"
SPOOL,Spool Bore,스풀 보어
SPOOL,Spool piece,스풀 부분품
SPOOL,Spoon,스푼
SPOT,Satellite probatoire d'observation dela terre,프랑스 관측위성
SPOT,Spot,스폿
SPOT,Spot welding,점용접
SPOT,Spotlight,스포트라이트
SPP,Sensor power panel,
SPP,Standard practice,
SPP,Standard procedure,
SPP,System package program,
SPR,Secretary's program review,
SPR,Sighting point rotary,"조준 지점 로터리, 광심표적선택"
SPR,Single point receptacle,싱글 포인트 리셉터클(연결기)
SPR,Single point refuelling,재급유
SPR,Software problem report,소프트웨어 문제발생 보고(서)
SPR,Solid propellant rocket,고체 연료 추진로켓
SPR,Sortie production rate,
SPR,Spacer,
SPR,Sprag Clutch,스플레그(후퇴방지용) 클러치
SPR,Spray,스프레이
SPR,Spray Booth,분무실
SPR,Spray Gun,스프레이 건
SPR,Spray ring,분무링
SPR,Spraybars,스프레이바
SPR,Spreader,스프레더
SPR,Spring,스프링
SPR,Spring Adjuster,스프링 조절기
SPR,Spring back,스프링 백
SPR,Spring clamp,스프링 클램프
SPR,Spring Clip,스프링 클립
SPR,Spring Compressor,스프링 압축기
SPR,Spring Link,스프링 링크
SPR,Spring Pin,스프링 핀
SPR,Spring Plunger,스프링 플런저
SPR,Spring resiliency,스프링 탄성
SPR,Spring Retainer,스프링 리테이너
SPR,Spring tab,스프링 탭
SPR,Spring-ball,스프링 볼
SPR,Spring-Loaded Poppet Valve,스프링-부하 포핏 밸브
SPR,Support,
SPR,System planning review,
SPR,System problem report,
SPR,System requirement review,체계 요구 검토
Sprm,Special reamer,
Sprm,Sprocket,스프라켓(톱니바퀴)
SPRT,Software process review team,
Sprt,Support,
SPS,Samples per second,
SPS,Scan position sensor,
SPS,Secondary Power System,보조 동력계통
SPS,Self-protection subsystem,자체 보호 시스템
SPS,Software product specification,소프트웨어 생성 규격서
SPS,Standard positioning service,
SPS,Standard positioning system,표준 위치시스템
SPS,System performance specification,
SPST,Single-pole single-throw (adj),
SPT,Start Period Timer,시동 간 타이머
SPT,Support; steerpoint,
SPTLC,Signal processor/transmission line coupler,
SPU,Station program unit,
SPU,Symmetrical pull-up,
SPU,System processor unit,
SPV,Solenoid Pilot Valve,솔레노이드 유도 밸브
SQ,Square,
SQ,Squib,스퀴브
Sq cm,Square centimeter,
Sq ft,Square foot,
Sq in.,Square inch,
Sq mi,Square mile,
Sq mm,Square millimeter,
Sq yd,Square yard,
SQA,Software quality assurance,소프트웨어 품질보증
SQA,Supplier quality assurance,
SQAER,Software quality assurance evaluation report,
SQAP,Software quality assurance plan,
SQAP,Supplementary quality assurance provision,품질보증 보충규정
SQAR,Supplier quality assurance report,
SQC,Statistical quality control,통계적 품질관리
Sqd,Squadron,
SQE,Software quality engineering,소프트웨어 품질공학
SQEP,Software quality evaluation plan,
Sql,Squelch,
Sql,Structured query language,
Sql,System query language,
SQS,Squal,스콜
SQS,Squawks,결함
SQS,Squeezing Tool,스퀴징 공구
SQS,Squelch Circuit,스퀼치 회로
SQS,Squelch Detector and Doubler,스퀄치 검파기 및 더블러
SQS,Squelch Guard Switch,스퀄치 가드 스위치 (수신기에 대한)
SQS,Squelch Main Switch,스퀄치 메인스위치  (메인 수신기에 대한)
SQS,Squelch Override Circuit,스퀄치 오버라이드 회로
SQS,Squelch Override Resistor,스퀄치 오버라이드 저항기
SQS,Squelch Switch,스퀄치 스위치
SQS,Squib,스퀴브
SQS,System quality specialist,체계 품질 전문가
SQV,Spares quantity variance,
SR,Safety recommendation,
SR,Scientific research,
SR,Search radar,
SR,Senior (with name),
SR,Service report,
SR,Service request,
SR,Short range,단거리
SR,Slow release,
SR,Solid rocket,고체 (추진) 로켓
SR,Sortie rate,출격율
SR,Special rules,특별 규정
SR,Specific range,비(比) 항속 거리
SR,Split ring,
SR,Standard repair,표준 수리
SR,Steradian,
SR,Strontium,
SR,Study requirement,
SR-71,blackbird,"첩보기 (미, Lockheed)"
SRA,Separate reporting activity,개별 보고활동
SRA,Shop replaceable assembly,
SRA,Special repair activity,특별 수리활동
SRA,Specialized repair activity,
SRA,Spin reference axis,스핀 기준축
SRA,Surveillance radar approach,감시 레이더  접근
SRAD,Support requirements analysis data,요구 해석자료 지원
SRAM,Short range attack missile,단거리 공격미사일
SRAM,Static random access memory,
SRAM,Stock record account number,
SRAM,Structure radar absorbed material,레이더  흡수 구조재
SRARM,Short-range anti-radiation(radar) missile,단거리 반방사(레이더) 미사일
SRARS,Standard terminal automation replacement system,표준 터미널 자동화 교체시스템
SRB,Safety review board,안전 검토위원회
SRB,Software review board,소프트웨어 검토위원회
SRB,Solicitation review board,
SRB,Solid rocket booster,고체 로켓부스터
SRBM,Short-range ballistic missile,단거리 탄도미사일
SRC,Service record card,
SRC,Source,
SRC,Stall recovery card,
SRC,Stall recovery coil,
SRC,Stress rupture counts,응력수
SRC,Suspense revision code,
Srch,Search,
SRD,Standard reporting designator,표준 보고지시기
SRD,Step recovery diode,
SRD,System reference designator,
SRD,System requirement document,체계 요구서
SRe,Series relay,
SRE,Stores release equipment,
Sref,reference area,(공력 계수/성분등의) 기준면적
SRF,Standard routing file,
SRFCS,Self-repairing flight-control System,자체 수리 비행 제어시스템
SRFQ,Supplier request for quote,
SRFS,Selective Refueling Fuel Shutoff,선택급유 연료차단
SRG,Shift rotate group,
SRI,Short range intercom,단거리 내부통화
SRI,Supply requisition inquiry,
SRK,Software release kit,
SRK,System release kit,
SRL,Scientific research laboratory,
SRL,Systems requirements language,
SRM,Short range missile,단거리 미사일
SRM,Short rocket motor,단거리 로켓모터
SRM,Standard repair manual,표준 수리교범
SRN,Spares requirement notice,
SRO,Spares requirement order,
SRO,System responsible office,
SROD,Spares requirement order draft (DOD format),예비품 요구지시 초안서
SRP,Scientific research proposal,
SRP,Seat reference point,
SRP,Standard repair procedure,표준 수리 절차
SRQ,Service request queue,
SRR,Software requirements review,소프트웨어 요구 검토
SRR,Supply support request,
SRR,System readiness review,체계 준비 검토회의
SRR,System Requirement Review,
SRS,Software requirement specification,소프트웨어 요구규격서
SRS,Special rates study,
SRS,Supplier rating system,
SRS,System requirement specifications,체계 요구규격서
SRT,Safety review team,
SRT,System reaction time,
SRTP,Stockpile reliability test program,저장 신뢰성시험 계획
SRU,"Shop replaceable unit SRU,",야전 교환 품목
SRU,Stores-replaceable unit,
SRU,Subassembly replaceable unit,
Srv aml,Servo amplifier,
Srv in,Servo inlet,
SRW,Strategic reconnaissance wing,전략 정찰비행단
SS,S,
SS,Secondary standard,
SS,Set screw,
SS,Shear strength,
SS,Ship set,
SS,Side stick,
SS,Signal strength,
SS,Single-throw,
SS,Skid strip,
SS,Skin track,
SS,Snapshot (gun control mode),
SS,Source selection,
SS,Span station,
SS,Special tools,
SS,Spin stabilized,
SS,Stainless steel,
SS,Start tank,
SS,Steady state,
SS,Stores selection,
SS,Straight shank,
SS,"Sub, surface (conventionally powered)",
SS,Subsystem specification,
SS,Support software,
SS,Surface-to-surface,
SS,System schematics,
SS,System specification,체계 규격서
SSA,Same specification as,
SSA,Source selection authority,
SSA,Spares schedule analysis,
SSA,Static stability augmentation,정안정성 증대
SSA,Supply support agency,
SSAC,Source selection advisory council,
SSARC,Service system acquisition review council,(군) 체계 획득 검토위원회
SSB,Script-storyboard,
SSB,Single side band,단일 측파대
SSB,Software status bulletin,
SSB,Source selection board,
SSB,Split system breaker,분할 시스템 절단기
SSBN,"Sub, ballistic, nuclear-powered",
SSC,Side stick controller,측면 조종간 제어기
SSC,Site selection criteria,
SSC,Solid state scanner,솔리드 스테이드 스케너
SSC,Spares selection conference,
SSC,Stepping switch counter,
SSC,Supply support center,
SSCC,Sensor signal conditioning chassis,
SSCD,Standard source control,표준원 제어
SSCO,System security concept of operations,
SSCU,Spot facing cutter,
SSCVR,Solid state cockpit voice recorder,솔리드 스테이트 조종실 음성기록기
SSD,Subsystem status display,
SSD,System design description,체계 설계 기술서
SSDD,Subsystem design document,
SSDD,System/segment design document,
SSDI,Support system design integration,
SSDI,System safety design item,
